animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
cow,7,100.9,loss of appetite,lameness,sores on hooves,foot and mouth
goat,8,40.7,weight loss,sores on hooves,loss of appetite,foot and mouth disease
sheep,8,37.2,high fever,weakness,swelling in neck,pasteurellosis
sheep,4,101.9,loss of appetite,lameness,blisters on tongue,foot and mouth
goat,10,101.8,depression,lameness,loss of appetite,blackleg
sheep,10,101.5,loss of appetite,depression,nasal discharge,pneumonia
goat,3,104.0,lameness,loss of appetite,sores on hooves,foot and mouth
cow,13,101.6,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,12,100.9,loss of appetite,lameness,sores on gums,foot and mouth
sheep,2,101.2,loss of appetite,difficulty walking,crackling sound,blackleg
cow,14,100.8,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,1,103.2,lameness,loss of appetite,blisters on hooves,foot and mouth
sheep,9,102.4,nasal discharge,loss of appetite,depression,pneumonia
goat,10,102.9,loss of appetite,depression,coughing,pneumonia
cow,13,100.8,loss of appetite,lameness,sores on mouth,foot and mouth
buffalo,9,39.1,difficulty breathing,chest pain,fever,pneumonia
buffalo,7,102.2,crackling sound,difficulty walking,swelling in limb,blackleg
cow,2,103.7,loss of appetite,nasal discharge,depression,pneumonia
buffalo,13,100.4,depression,crackling sound,loss of appetite,blackleg
goat,9,102.0,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,7,38.5,salivation,difficulty breathing,nasal discharge,pasteurellosis
sheep,1,102.2,lameness,sores on gums,loss of appetite,foot and mouth
cow,7,101.2,swelling in limb,depression,difficulty walking,blackleg
sheep,2,102.0,blisters on gums,loss of appetite,difficulty walking,foot and mouth
sheep,7,104.6,loss of appetite,crackling sound,depression,blackleg
buffalo,1,103.7,depression,difficulty walking,swelling in limb,blackleg
goat,8,103.1,depression,loss of appetite,coughing,pneumonia
sheep,1,101.9,depression,nasal discharge,loss of appetite,pneumonia
cow,5,39.2,loss of appetite,reduced milk yield,sores on mouth,foot and mouth disease
goat,3,104.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,1,102.6,lameness,sores on hooves,loss of appetite,foot and mouth
sheep,9,40.1,difficulty breathing,nasal discharge,loss of appetite,pasteurellosis
buffalo,15,101.1,lameness,blisters on hooves,loss of appetite,foot and mouth
sheep,3,101.6,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,7,103.2,coughing,depression,loss of appetite,pneumonia
goat,9,104.1,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,9,37.9,coughing,depression,difficulty breathing,pasteurellosis
cow,10,100.1,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,6,38.6,nasal discharge,fatigue,swelling in neck,pasteurellosis
sheep,3,102.4,depression,loss of appetite,swelling in limb,blackleg
goat,9,101.1,loss of appetite,painless lumps,depression,lumpy skin disease
cow,15,103.4,loss of appetite,lameness,sores on tongue,foot and mouth
buffalo,11,104.0,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
sheep,9,38.1,weakness,loss of appetite,difficulty breathing,pasteurellosis
cow,1,101.6,depression,nasal discharge,loss of appetite,pneumonia
cow,1,100.4,crackling sound,difficulty walking,swelling in limb,blackleg
goat,2,100.7,depression,loss of appetite,difficulty walking,blackleg
buffalo,9,101.8,nasal discharge,loss of appetite,depression,pneumonia
sheep,8,40.7,fever,lameness,reduced milk yield,brucellosis
sheep,5,100.9,depression,lameness,swelling in muscle,blackleg
cow,5,104.0,depression,swelling in muscle,loss of appetite,blackleg
sheep,4,102.1,difficulty walking,sores on mouth,loss of appetite,foot and mouth
cow,6,102.3,loss of appetite,depression,crackling sound,blackleg
sheep,3,39.0,convulsions,loss of appetite,fever,enterotoxemia
cow,1,37.9,difficulty breathing,swelling in neck,weakness,pasteurellosis
sheep,6,101.1,crackling sound,difficulty walking,loss of appetite,blackleg
cow,10,39.0,depression,sudden death,diarrhea,enterotoxemia
buffalo,10,104.3,swelling in limb,depression,difficulty walking,blackleg
buffalo,9,40.9,weakness,depression,coughing,pasteurellosis
sheep,8,41.1,swelling in neck,weakness,difficulty breathing,pasteurellosis
goat,1,102.6,loss of appetite,difficult breathing,depression,pneumonia
sheep,4,103.3,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,7,37.2,difficulty breathing,swelling in neck,loss of appetite,pasteurellosis
cow,10,100.5,sores on gums,loss of appetite,difficulty walking,foot and mouth
cow,3,41.5,depression,coughing,fatigue,pasteurellosis
goat,7,101.5,depression,loss of appetite,coughing,pneumonia
cow,7,41.5,weakness,nasal discharge,high fever,pasteurellosis
sheep,10,101.4,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,1,40.9,enlarged lymph nodes,fever,nasal discharge,lumpy skin disease
buffalo,7,102.1,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,7,40.7,loss of appetite,fatigue,udder redness,mastitis
goat,3,103.0,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,15,100.6,depression,loss of appetite,nasal discharge,pneumonia
buffalo,14,104.9,loss of appetite,lameness,sores on gums,foot and mouth
sheep,6,101.7,crackling sound,swelling in limb,loss of appetite,blackleg
goat,3,100.9,depression,nasal discharge,loss of appetite,pneumonia
sheep,6,38.9,difficulty breathing,reduced milk production,rapid breathing,pneumonia
sheep,7,100.8,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,1,102.7,loss of appetite,crackling sound,lameness,blackleg
cow,4,103.7,crackling sound,swelling in limb,depression,blackleg
buffalo,2,102.8,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,10,100.5,loss of appetite,depression,difficult breathing,pneumonia
sheep,5,104.3,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,8,101.8,crackling sound,lameness,swelling in limb,blackleg
buffalo,12,102.8,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,8,104.2,coughing,loss of appetite,depression,pneumonia
cow,5,40.2,difficulty breathing,fatigue,depression,pasteurellosis
buffalo,1,39.2,sudden death,loss of appetite,abdominal pain,enterotoxemia
cow,6,102.1,swelling in muscle,crackling sound,loss of appetite,blackleg
cow,14,100.6,loss of appetite,lameness,sores on mouth,foot and mouth
sheep,6,104.2,lameness,loss of appetite,sores on mouth,foot and mouth
cow,11,104.1,loss of appetite,blisters on gums,difficulty walking,foot and mouth
cow,1,100.9,lameness,loss of appetite,sores on gums,foot and mouth
cow,9,104.8,difficulty walking,loss of appetite,sores on hooves,foot and mouth
cow,8,104.3,depression,swelling in muscle,difficulty walking,blackleg
cow,7,101.2,crackling sound,loss of appetite,depression,blackleg
goat,7,101.6,depression,swelling in muscle,lameness,blackleg
sheep,4,37.9,coughing,nasal discharge,high fever,pasteurellosis
sheep,3,39.3,high fever,weakness,difficulty breathing,pasteurellosis
buffalo,7,102.5,depression,lameness,loss of appetite,blackleg
goat,2,41.1,difficulty breathing,high fever,salivation,pasteurellosis
buffalo,7,102.9,lameness,swelling in muscle,crackling sound,blackleg
sheep,6,103.8,depression,nasal discharge,loss of appetite,pneumonia
cow,13,101.9,sores on tongue,lameness,loss of appetite,foot and mouth
goat,10,103.2,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,9,100.4,lameness,sores on tongue,loss of appetite,foot and mouth
goat,4,38.4,reduced milk yield,abortion,retained placenta,brucellosis
cow,13,104.1,difficult breathing,depression,loss of appetite,pneumonia
sheep,7,39.1,coughing,loss of appetite,swelling in neck,pasteurellosis
buffalo,1,39.3,high fever,fatigue,weakness,pasteurellosis
goat,4,103.9,loss of appetite,difficulty walking,swelling in limb,blackleg
sheep,7,104.7,depression,loss of appetite,nasal discharge,pneumonia
cow,9,103.7,difficulty walking,depression,loss of appetite,blackleg
buffalo,12,103.2,swelling in limb,lameness,crackling sound,blackleg
cow,3,40.9,loss of appetite,difficulty breathing,nasal discharge,pasteurellosis
sheep,3,102.3,difficulty walking,crackling sound,swelling in muscle,blackleg
buffalo,3,102.7,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,5,104.6,loss of appetite,difficulty walking,crackling sound,blackleg
buffalo,15,100.6,difficult breathing,loss of appetite,depression,pneumonia
goat,3,102.6,swelling in limb,difficulty walking,depression,blackleg
goat,4,39.1,fatigue,difficulty breathing,coughing,pasteurellosis
buffalo,11,103.7,lameness,swelling in muscle,loss of appetite,blackleg
buffalo,7,104.3,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,10,104.4,difficulty walking,loss of appetite,swelling in muscle,blackleg
cow,8,37.5,salivation,sores on hooves,fever,foot and mouth disease
buffalo,10,40.2,high fever,coughing,nasal discharge,pasteurellosis
cow,5,38.6,weakness,loss of appetite,nasal discharge,pasteurellosis
buffalo,3,39.1,swelling in neck,loss of appetite,depression,pasteurellosis
cow,8,104.9,loss of appetite,depression,difficult breathing,pneumonia
goat,7,103.5,depression,loss of appetite,coughing,pneumonia
buffalo,4,103.4,loss of appetite,depression,coughing,pneumonia
cow,5,39.2,depression,loss of appetite,diarrhea,enterotoxemia
goat,9,38.5,nasal discharge,difficulty breathing,fatigue,pasteurellosis
goat,9,102.5,loss of appetite,lameness,blisters on gums,foot and mouth
cow,6,39.1,nasal discharge,depression,coughing,pasteurellosis
sheep,2,103.6,loss of appetite,sores on gums,lameness,foot and mouth
sheep,8,102.1,depression,swelling in muscle,loss of appetite,blackleg
sheep,6,102.6,depression,loss of appetite,painless lumps,lumpy skin disease
goat,6,102.2,loss of appetite,depression,coughing,pneumonia
sheep,4,103.8,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,8,102.2,lameness,loss of appetite,blisters on tongue,foot and mouth
cow,6,40.2,difficulty breathing,weakness,salivation,pasteurellosis
buffalo,1,37.9,nasal discharge,coughing,high fever,pasteurellosis
buffalo,3,38.6,crepitation under skin,sudden death,loss of appetite,blackleg
buffalo,13,102.1,depression,lameness,loss of appetite,blackleg
goat,9,104.4,difficulty walking,sores on gums,loss of appetite,foot and mouth
sheep,10,100.7,depression,loss of appetite,painless lumps,lumpy skin disease
goat,10,102.3,difficulty walking,depression,crackling sound,blackleg
buffalo,3,103.8,depression,nasal discharge,loss of appetite,pneumonia
buffalo,4,41.5,salivation,nasal discharge,loss of appetite,pasteurellosis
buffalo,4,38.2,fatigue,salivation,loss of appetite,pasteurellosis
cow,14,102.7,swelling in muscle,difficulty walking,depression,blackleg
sheep,10,103.2,nasal discharge,depression,loss of appetite,pneumonia
goat,6,102.3,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,9,101.2,depression,difficult breathing,loss of appetite,pneumonia
cow,1,39.9,coughing,nasal discharge,swelling in neck,pasteurellosis
sheep,4,39.3,difficulty breathing,chest pain,coughing,pneumonia
sheep,1,100.8,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,3,37.4,swelling in neck,coughing,salivation,pasteurellosis
sheep,7,38.6,depression,trembling,abdominal pain,enterotoxemia
goat,2,100.9,sores on hooves,loss of appetite,difficulty walking,foot and mouth
cow,15,100.5,sores on mouth,lameness,loss of appetite,foot and mouth
sheep,2,104.5,crackling sound,depression,difficulty walking,blackleg
sheep,4,103.4,swelling in limb,depression,loss of appetite,blackleg
sheep,7,37.3,loss of appetite,swelling in neck,high fever,pasteurellosis
cow,6,103.3,difficulty walking,loss of appetite,depression,blackleg
cow,1,37.1,weight loss,drooling,sores on mouth,foot and mouth disease
goat,10,102.9,loss of appetite,crackling sound,depression,blackleg
goat,3,101.3,difficulty walking,sores on tongue,loss of appetite,foot and mouth
sheep,9,101.0,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,4,40.2,coughing,depression,difficulty breathing,pasteurellosis
buffalo,8,102.1,loss of appetite,blisters on mouth,lameness,foot and mouth
sheep,7,40.9,swelling in neck,salivation,difficulty breathing,pasteurellosis
goat,6,103.3,depression,painless lumps,loss of appetite,lumpy skin disease
goat,2,101.8,depression,difficulty walking,loss of appetite,blackleg
buffalo,15,101.1,loss of appetite,depression,painless lumps,lumpy skin disease
cow,5,39.3,swelling in neck,loss of appetite,depression,pasteurellosis
cow,4,102.3,depression,loss of appetite,difficult breathing,pneumonia
cow,8,38.5,high fever,depression,fatigue,pasteurellosis
sheep,1,38.6,fever,lesions on skin,nasal discharge,lumpy skin disease
sheep,4,39.9,swelling in neck,salivation,coughing,pasteurellosis
buffalo,7,102.1,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,1,102.2,loss of appetite,lameness,blisters on gums,foot and mouth
goat,9,101.2,depression,crackling sound,lameness,blackleg
cow,5,101.8,depression,coughing,loss of appetite,pneumonia
buffalo,10,38.5,depression,swelling in neck,loss of appetite,pasteurellosis
sheep,4,40.9,fatigue,nasal discharge,swelling in neck,pasteurellosis
buffalo,14,102.9,crackling sound,depression,lameness,blackleg
goat,2,38.5,nasal discharge,depression,loss of appetite,pasteurellosis
sheep,3,102.6,sores on gums,difficulty walking,loss of appetite,foot and mouth
cow,3,40.1,weakness,salivation,depression,pasteurellosis
goat,10,100.0,loss of appetite,nasal discharge,depression,pneumonia
cow,15,102.0,loss of appetite,painless lumps,depression,lumpy skin disease
cow,13,100.1,depression,painless lumps,loss of appetite,lumpy skin disease
cow,2,40.9,fatigue,depression,loss of appetite,pasteurellosis
goat,9,102.6,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
cow,3,38.9,salivation,watering eyes,enlarged lymph nodes,lumpy skin disease
buffalo,9,101.5,depression,swelling in limb,loss of appetite,blackleg
sheep,10,101.2,depression,difficult breathing,loss of appetite,pneumonia
cow,6,102.6,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,4,38.6,fever,retained placenta,depression,brucellosis
goat,6,104.6,loss of appetite,difficult breathing,depression,pneumonia
sheep,10,100.4,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,5,37.4,difficulty breathing,fatigue,swelling in neck,pasteurellosis
cow,5,101.8,loss of appetite,depression,lameness,blackleg
buffalo,8,102.7,lameness,blisters on tongue,loss of appetite,foot and mouth
cow,13,101.0,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,6,100.0,loss of appetite,depression,nasal discharge,pneumonia
cow,3,38.6,reduced milk production,loss of appetite,rapid breathing,pneumonia
buffalo,4,101.7,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,8,37.1,nasal discharge,scabs on muzzle,loss of appetite,lumpy skin disease
goat,6,101.5,loss of appetite,depression,difficult breathing,pneumonia
cow,14,101.2,loss of appetite,coughing,depression,pneumonia
cow,3,102.0,swelling in limb,loss of appetite,crackling sound,blackleg
sheep,3,101.2,swelling in limb,depression,difficulty walking,blackleg
sheep,7,104.6,depression,difficult breathing,loss of appetite,pneumonia
goat,8,101.2,sores on gums,loss of appetite,lameness,foot and mouth
sheep,2,101.6,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,3,37.9,difficulty breathing,swelling in neck,loss of appetite,pasteurellosis
goat,6,41.5,high fever,fatigue,difficulty breathing,pasteurellosis
sheep,2,101.9,sores on tongue,loss of appetite,lameness,foot and mouth
sheep,10,102.8,loss of appetite,lameness,blisters on tongue,foot and mouth
